frame,hand,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
10,Left,-0.024684876203536987,0.00603020004928112,0.025419410318136215,0.035028126090765,0.03711377829313278,0.011639698408544064,0.025931570678949356,0.03541787713766098,0.031783830374479294,-0.0010137236677110195,0.01445681881159544,0.022528400644659996,0.02476128190755844,-0.007756083272397518,0.003445007372647524,0.010323180817067623,0.012835152447223663,-0.02109222486615181,-0.01311443280428648,-0.007372232619673014,-0.00509994151070714,-0.06592486798763275,-0.05834921821951866,-0.038359880447387695,-0.014300189912319183,-0.0025347918272018433,-0.002000597305595875,0.003405790776014328,-0.001094834879040718,-0.009429949335753918,0.002507793717086315,0.013617991469800472,0.009064380079507828,0.004817468114197254,0.0025405865162611008,0.015625637024641037,0.011442514136433601,0.0035524736158549786,-0.0008657248690724373,0.010160395875573158,0.010236790403723717,0.006604469381272793,0.023564612492918968,0.015324831940233707,0.011326542124152184,0.009400811046361923,-0.0017654621042311192,-0.008525018580257893,-0.0039289891719818115,0.012712179683148861,0.03291526064276695,-0.0014266602229326963,0.006015982013195753,0.02172764576971531,0.03801834583282471,0.004639442544430494,0.016702143475413322,0.03056253306567669,0.041825827211141586,0.018121007829904556,0.026568923145532608,0.034207601100206375,0.0357527993619442
11,Right,-0.01834127865731716,-0.027898378670215607,-0.025199690833687782,-0.01116267777979374,0.0020909185986965895,-0.02118082158267498,-0.009306511841714382,-0.0002656765282154083,0.004723728634417057,-0.005473872181028128,0.014617860317230225,0.02010994404554367,0.020744657143950462,0.013285964727401733,0.03183828666806221,0.0379578173160553,0.032124683260917664,0.024725940078496933,0.04438931494951248,0.04882271960377693,0.040487099438905716,-0.07538403570652008,-0.051666010171175,-0.02413916401565075,-0.0004886379465460777,0.010220212861895561,0.007743575610220432,0.026732683181762695,0.03545183688402176,0.03487396612763405,0.004771109204739332,0.024015452712774277,0.0187339149415493,0.011379515752196312,-0.0033879054244607687,0.009491311386227608,0.0040780287235975266,-0.006670333910733461,-0.019408758729696274,-0.011000517755746841,-0.01496322825551033,-0.023454269394278526,-0.00615491159260273,0.00915168970823288,0.02793104201555252,0.04763910919427872,0.05274968221783638,0.004429076798260212,0.019532470032572746,0.03884892910718918,0.06541174650192261,0.0001855444279499352,0.019881535321474075,0.04443858191370964,0.07042890787124634,-0.00333370640873909,0.02184787392616272,0.045004088431596756,0.06157262995839119,0.0009831857169046998,0.01746799796819687,0.038624413311481476,0.04803914949297905
12,Left,-0.014191891998052597,0.011608637869358063,0.02872217819094658,0.02777419611811638,0.01763165555894375,0.013294939883053303,0.02182963863015175,0.02503935620188713,0.01662549190223217,-0.0011731799459084868,0.00996531080454588,0.012601933442056179,0.006855472456663847,-0.011707386001944542,-0.003792290110141039,0.0008298405446112156,-0.001738124992698431,-0.019711196422576904,-0.016491863876581192,-0.015642013400793076,-0.01693040505051613,-0.0762830525636673,-0.06289540231227875,-0.0390971302986145,-0.013696188107132912,0.00029498085496015847,-0.004520992748439312,0.00681710708886385,0.006902755703777075,-0.002744083758443594,0.0025381906889379025,0.01798209920525551,0.009079491719603539,0.0009261291706934571,0.004337090067565441,0.017418408766388893,0.011364423669874668,0.00204680860042572,-0.003331203246489167,0.012613353319466114,0.016647564247250557,0.014930334873497486,-0.009236849844455719,0.001979577587917447,0.010355192236602306,0.015247458592057228,0.013635369017720222,0.005083867348730564,0.016542743891477585,0.034973517060279846,0.05000535771250725,0.001696720370091498,0.01904265210032463,0.040639735758304596,0.06159285455942154,-0.004493935965001583,0.01113199908286333,0.03044898994266987,0.046316538006067276,-0.0021928390488028526,0.007594355847686529,0.021323563531041145,0.027471935376524925
29,Right,0.048502493649721146,0.04976290464401245,0.05309375002980232,0.05078106001019478,0.05463865026831627,-0.0014138678088784218,0.004411899484694004,0.021340811625123024,0.03659214451909065,-0.007122207432985306,-0.004824215080589056,0.00879370141774416,0.02445690892636776,-0.00036951061338186264,0.0014041401445865631,0.01784006506204605,0.03222329169511795,0.008500882424414158,0.017611853778362274,0.030327418819069862,0.03982982784509659,-0.06823503971099854,-0.049019403755664825,-0.021133381873369217,0.003684407565742731,0.02177032083272934,-0.002800933551043272,0.02013905718922615,0.03331751376390457,0.028217999264597893,0.0008013388141989708,0.0338808037340641,0.04584091901779175,0.04395014047622681,0.004264441784471273,0.031953491270542145,0.04306059330701828,0.03978842869400978,-0.0020358609035611153,0.022378580644726753,0.036250218749046326,0.04009581729769707,-0.00436242064461112,0.019137075170874596,0.03477136418223381,0.04985608533024788,0.056552328169345856,0.024809878319501877,0.0320349745452404,0.038212090730667114,0.03738781064748764,0.005965403746813536,0.0108240507543087,0.016800586134195328,0.025843964889645576,-0.01735563762485981,-0.017838964238762856,-0.005966837517917156,0.0064858729019761086,-0.033945899456739426,-0.03238944709300995,-0.024524234235286713,-0.013532079756259918
30,Right,0.05056512728333473,0.053447358310222626,0.05632859095931053,0.052411798387765884,0.04789382219314575,0.002060967730358243,0.008476493880152702,0.023570198565721512,0.040241677314043045,-0.006428755819797516,-0.0064218249171972275,0.006856383755803108,0.02042575180530548,-0.0028571616858243942,-0.003765743225812912,0.012232080101966858,0.024329230189323425,0.00492897629737854,0.01173078641295433,0.024314314126968384,0.03281908854842186,-0.06707820296287537,-0.040976718068122864,-0.012783806771039963,0.009390931576490402,0.02305091917514801,-0.0001746293273754418,0.024135475978255272,0.03723541274666786,0.025411266833543777,0.0005162539891898632,0.03726648539304733,0.04224269837141037,0.03930272161960602,0.0016297197435051203,0.029442496597766876,0.040298495441675186,0.034070294350385666,-0.007950639352202415,0.018034571781754494,0.031979355961084366,0.03323020786046982,0.004364853259176016,0.021535152569413185,0.03988905996084213,0.059828031808137894,0.07620276510715485,0.02554461359977722,0.029948370531201363,0.037908755242824554,0.0395059734582901,0.0070566944777965546,0.006429821718484163,0.012547229416668415,0.023716585710644722,-0.01741762086749077,-0.018452713266015053,-0.007260293234139681,0.004804718773812056,-0.03337094560265541,-0.03178153187036514,-0.021702755242586136,-0.012567095458507538
31,Left,0.02528834529221058,0.03403911739587784,0.03267887607216835,0.024323180317878723,0.023016365244984627,0.0016402985202148557,0.00885299127548933,0.017469190061092377,0.02205091342329979,-0.0019567629788070917,-0.008321571163833141,-0.003308200277388096,-0.002100573852658272,-0.0018925225595012307,-0.012274038046598434,-0.00737515976652503,-0.004622863605618477,-0.002197410212829709,-0.010905754752457142,-0.011610893532633781,-0.012462753802537918,-0.05110349878668785,-0.02479960396885872,-0.0041978443041443825,0.009289884939789772,0.02110166661441326,0.0003025384503416717,0.01412661001086235,0.024406813085079193,0.018606480211019516,-0.0008237814763560891,0.01728723756968975,0.02792760357260704,0.031000152230262756,-0.000420371419750154,0.008176906034350395,0.016074301674962044,0.019660690799355507,-0.008499820716679096,-0.004695907235145569,0.00267706997692585,0.004370987880975008,0.04921017214655876,0.03275586664676666,0.022072957828640938,0.007221535313874483,-0.006356616038829088,-0.007071515079587698,-0.00767058040946722,0.013641620054841042,0.03809431195259094,-0.0038334554992616177,-0.0006360315019264817,0.016781996935606003,0.04557204619050026,0.004431538283824921,0.007581748533993959,0.026426125317811966,0.04666294530034065,0.020207064226269722,0.023989101871848106,0.033852361142635345,0.04478541016578674
32,Left,0.029853947460651398,0.03857856243848801,0.03802067041397095,0.030835645273327827,0.027200670912861824,0.003678821260109544,0.007342836819589138,0.014168266206979752,0.01803738996386528,-0.0010595530038699508,-0.010392160154879093,-0.0072950515896081924,-0.00410122238099575,-0.003331948770210147,-0.015117061324417591,-0.01090565137565136,-0.006071547977626324,-0.00494952080771327,-0.013167165219783783,-0.01361686922609806,-0.011504197493195534,-0.052350081503391266,-0.025692682713270187,-0.0035641994327306747,0.011022835038602352,0.02253539115190506,0.001903667813166976,0.0186807569116354,0.02985713630914688,0.027056269347667694,-0.0008739416371099651,0.020444022491574287,0.028825517743825912,0.032832320779561996,-0.000977763207629323,0.009655667468905449,0.016484228894114494,0.019992953166365623,-0.01033485122025013,-0.0038489846047014,0.0035811392590403557,0.0045579057186841965,0.04883743077516556,0.030773263424634933,0.017945820465683937,0.0006369297625496984,-0.018556252121925354,-0.00914254691451788,-0.010144961066544056,0.009044242091476917,0.031246056780219078,-0.003219301113858819,-0.001419320935383439,0.016357919201254845,0.043492984026670456,0.005309621337801218,0.009380542673170567,0.02790663205087185,0.04786161705851555,0.021873358637094498,0.02524939738214016,0.033869046717882156,0.04575926437973976
32,Right,-0.008133847266435623,-0.027847612276673317,-0.02784612961113453,-0.03254356235265732,-0.03648091480135918,-0.00852160807698965,-0.014294877648353577,-0.022289693355560303,-0.03288761526346207,-0.0006396883982233703,-0.006036720238626003,-0.014911183156073093,-0.025534141808748245,0.0027983111795037985,3.6213546991348267e-05,-0.008294353261590004,-0.01531792152673006,0.005130385048687458,0.003127692500129342,-0.0034583816304802895,-0.01207298506051302,-0.03495126962661743,-0.02661440707743168,-0.004569621756672859,0.01583324372768402,0.03410077840089798,-0.0020814817398786545,0.016529042273759842,0.03292091190814972,0.04556705057621002,-0.001797777833417058,0.025690065696835518,0.040646106004714966,0.05192217603325844,0.003720301203429699,0.015617595985531807,0.032858412712812424,0.04032557085156441,0.0013383531477302313,0.01092026848345995,0.02905881404876709,0.03560936078429222,0.08474939316511154,0.048254478722810745,0.029383884742856026,0.0014001840027049184,-0.02010418474674225,-0.015183208510279655,-0.019580747932195663,-0.0015510623343288898,0.019191302359104156,-0.0050173914059996605,-0.008098808117210865,0.009193487465381622,0.033983856439590454,0.009169498458504677,0.007759183179587126,0.02419542334973812,0.04841411113739014,0.031629785895347595,0.030748073011636734,0.04138687625527382,0.0542670413851738
33,Left,0.028970379382371902,0.03505459800362587,0.03448279947042465,0.02751266583800316,0.025116950273513794,0.0029193332884460688,0.006644077133387327,0.011788965202867985,0.014310305006802082,-0.0015993964625522494,-0.008740972727537155,-0.006997095886617899,-0.005417423322796822,-0.002341342158615589,-0.011219808831810951,-0.010055316612124443,-0.0064434814266860485,-0.002743555698543787,-0.010854682885110378,-0.011574288830161095,-0.01085840817540884,-0.0523269958794117,-0.027236633002758026,-0.005312805995345116,0.007306795567274094,0.015043302439153194,-0.0005540053825825453,0.015433572232723236,0.028814703226089478,0.026739902794361115,-0.0006903667817823589,0.01844985969364643,0.027782252058386803,0.031218916177749634,0.00018957408610731363,0.008052876219153404,0.01628446951508522,0.021750211715698242,-0.006600718945264816,-5.360692739486694e-05,0.006445683538913727,0.008036748506128788,0.04463306441903114,0.028465155512094498,0.0187629796564579,0.0012652153382077813,-0.0140266427770257,-0.008886038325726986,-0.008397684432566166,0.011074092239141464,0.0311642587184906,-0.002421350684016943,-0.0032108204904943705,0.01570199988782406,0.04111484810709953,0.005561453755944967,0.0069503942504525185,0.024288319051265717,0.047525130212306976,0.019592564553022385,0.022859184071421623,0.033456992357969284,0.04379892349243164
33,Right,-0.008717355318367481,-0.027866683900356293,-0.03041156940162182,-0.03583880513906479,-0.03977494686841965,-0.010056511498987675,-0.017986049875617027,-0.026484843343496323,-0.03613000735640526,-0.0009441921138204634,-0.005106253549456596,-0.014925701543688774,-0.02602255344390869,0.0046896361745893955,0.0003317631781101227,-0.005541671067476273,-0.014070305041968822,0.00639605987817049,0.0025355201214551926,-0.003419306594878435,-0.009192624129354954,-0.04172216355800629,-0.02946903184056282,-0.006831053644418716,0.014643628150224686,0.03651398420333862,-0.0034015343990176916,0.015542864799499512,0.03674996271729469,0.05146033689379692,-0.0013563834363594651,0.024844804778695107,0.04330071061849594,0.05958624929189682,0.004029511008411646,0.017361411824822426,0.035094019025564194,0.04693608731031418,0.0027689142152667046,0.011117199435830116,0.028624828904867172,0.03589516878128052,0.0821232795715332,0.04422862082719803,0.027325505390763283,0.0015336950309574604,-0.015294574201107025,-0.01558541227132082,-0.019241899251937866,-0.0013929560082033277,0.017406443133950233,-0.004501587711274624,-0.006774933077394962,0.006503757555037737,0.029466532170772552,0.00992463156580925,0.009537278674542904,0.022370655089616776,0.042746998369693756,0.030880162492394447,0.03218211233615875,0.04146573692560196,0.049423251301050186
